urlOfProject,nameOfProject,descriptionOfProject,problemSolved,challengesFaced,technologiesUsed
https://devfolio.co/projects/dossier,Dossier,Automated portfolio website generator from LinkedIn profile for people who are not web developers.,,,"HTML, CSS, JavaScript, Flask, Selenium, Python, Chrome, chrome-web-driver"
https://devfolio.co/projects/apna-bazaar-33ae,Apna Bazaar,!! In Campus Reseller !!,,,"Android Studio, Java and XML, firebase ( Authentication and Database), Git and Github"
https://devfolio.co/projects/yantra-mantra-tantra-book-pdf-telugu-73b3,Yantra mantra tantra book pdf telugu,Yantra mantra tantra book pdf telugu,,,Python
https://devfolio.co/projects/medpro-d890,MedPro,A one stop solution for all the medical services,,,"CSS, Flutter, Google Maps API, Firestore, Firebase Authentication, Dart Programming Language, Firebase Cloud Messaging, React.js"
https://devfolio.co/projects/plug-and-pay-crypto-api-axion-a7bc,Axion,Razorpay for Crypto.,,"Cryptocurrencies are widely gaining popularity and to make them more mainstream and usable, there has to be a platform where people can use them for daily payments(i.e shopping, restaurants, e-commerce, etc).

To start accepting crypto payments for the web, the existing solutions are not very user-friendly(coinbase API requires intermediate knowledge of blockchain and backend to get started.)","Solidity, React, Matic, Web3, Ethereum, Tailwind CSS, Portis, Polygon"
https://devfolio.co/projects/memomania-97d8,MEMOMANIA,ML based meme game.,,,"HTML, Bootstrap, CSS, JavaScript, Flask, TensorFlow, PyTorch, Convolutional neural network (CNN)"
https://devfolio.co/projects/hashbyte-9bd9,HashByte,A complete bundle of tech-tools for making education easier and fun in an interactive way!,,,"Vue.js, JavaScript, Machine Learning, IBM Watson, Vuforia, Python, OCR, Unity3d"
https://devfolio.co/projects/intellup-1d62,Intellup,It's fun to learn.,,,"HTML, CSS, Django, JavaScript, Nodejs"
https://devfolio.co/projects/enjoy-diet-6391,Enjoy 0kcal,"As a first step onboarding idea, an idea to use a food-themed frame as a communication tool.",,,"React, TypeScript, Frames.js"
https://devfolio.co/projects/krypton-bc04,KRYPTON,Krypton is an online money management system with the aim of making individuals aware about their expediture and make them financially sound,,,"Visual Studio Code, Adobe XD, Tailwind CSS, Firebase Authentication, React Router, Charts.js, React.js, Postman api, Alpha Vantage api"
https://devfolio.co/projects/lucky-you-430d,Lucky You,Your one GOLDEN way to CREATE and PARTICIPATE in giveaways of MATIC tokens,,,"Solidity, IPFS, Firebase, Chainlink, Remix (IDE), React.js, Web3js, Polygon, moralis, Gelato"
https://devfolio.co/projects/sentimentsai-5e5d,sentiments.ai,A one - stop to public opinion analysis and product validation,,,"React, Node.js, Machine Learning"
https://devfolio.co/projects/solwag-8c0e,SolWag,"Decentralised Peer to Peer Carpooling Application
A carpooling application with user friendly interface, approximate pricing and transparency which helps to reduce Data Breaching and misuse of data.",,,"Next.js, Tailwind CSS, Mapbox API, Solana, phantom"
https://devfolio.co/projects/etherzap-81d8,EtherZap,"Login, Watch, Transact: Ether Zap Handles the Gas!",,,"Cryptography, Solidity, Next.js, ethers.js, TypeScript, axios, foundry, Account-Abstraction"
https://devfolio.co/projects/non-penso-dunque-sono-pdf-gratis-2d1b,Non penso dunque sono pdf gratis,Non penso dunque sono pdf gratis,,,Python
https://devfolio.co/projects/diskspace-1,DiskSpace 2.0,Welcome to the world of the decentralized file storage system with more security and faster accessibility of your own data,,,"IPFS, Flask, Android, Android Studio, REST API, Encryption"
https://devfolio.co/projects/noncustodial-walletless-onboarding-for-flow-dapps-1e00,Non-custodial walletless onboarding for Flow DApps,We developed a prototype FCL plugin that enables user onboarding to Flow DApps with social accounts in a non-custodial way.,,,"Node.js, JavaScript, Next.js, AWS, Torus, cloudflare, Web3Auth, FCL, Cadence"
https://devfolio.co/projects/south-sudan-national-examination-past-papers-pdf-36f8,South sudan national examination past papers pdf,South sudan national examination past papers pdf,,,Python
https://devfolio.co/projects/property-registration-using-blockchain-1df3,Property Registration Using BLockchain,"We aim to make our project a single source of truth for property registration and
Ownership transfer using Blockchain technology.",,,"Solidity, IPFS, Flutter, Matic, Ethereum, Blockchain, Polygon"
https://devfolio.co/projects/bricks-731e,3 Bricks,Making Housing Affordable,,,"Solidity, React, Firebase, Firestore, Polygon"
https://devfolio.co/projects/athena-wallet-5408,Athena Wallet,The All In One Super Wallet for AI x Web3 !!!,,,"Solidity, OpenAi, FastAPI, ether.js, foundry, AI - Python, RAG Model, Coinbase SDK and AgentKits, Vite Tailwind React"
https://devfolio.co/projects/ar-circuit-simulator-cf6a,AR Circuit Simulator,Simple solution for complex connections,,,"Firebase, Blender, Adobe Photoshop, Linux, .NET, Unity3d, Networking"
https://devfolio.co/projects/employconnect,EmployConnect,"""Employ Connect"" aims to decentralize the process of connecting employers with potential interns. This will eliminate the 'middlemen' hence, securing the data and saving money.",,,"Solidity, JS"
https://devfolio.co/projects/coingift-8ff0,Coingift,Gift your favourite Base memecoins in a fun and familiar way while helping increase crypto adoption.,,,shopify
https://devfolio.co/projects/elixicor-2710,Elixicor,"Elixicor is a platform available on the web and app both, whose motto is to provide the medical service ""contactless through digitally"".",,,"Node.js, JavaScript, Flask, scikit-learn, Flutter, Express.js, Cloud Firestore, Google Authentication, HTML5 CSS3, Sci-Py"
https://devfolio.co/projects/certify-abeb,Certify,A decentralised service for creating and verifying certificates,,,"Solidity, MetaMask, Web3, Ethereum, Firestore, React.js"
https://devfolio.co/projects/anuvaad-bb16,ANUVAAD,Translating Education For Future,,,"Machine Learning, Docker, Flutter, API"
https://devfolio.co/projects/beginners-projectssoc-1454,Beginner's Project(SSOC 2022),"This project includes various website(including Digital Clock,Random Password Generator and others) and a game using pygame.",,,"HTML, CSS, JavaScript, Pygame, Python, HTML/CSS, Bootstrap​"
https://devfolio.co/projects/zkfi-db7b,zkFi,"zkFi provides compliant privacy for DeFi, offering private transfers, swaps, lending, and more across key protocols. Its SDK ensures user-owned privacy with a decentralized compliance network.",,,"Cryptography, Solidity, React, TypeScript, Hardhat, Circom, zk/zero-knowledge, Account Abstrction"
https://devfolio.co/projects/jagriti-8b56,JAGRITI,"TO PROVIDE AN END TO END SOLUTION FOR THE EVER INCREASING UNEMPLOYMENT PROBLEM.
A ONE STOP SOLUTION FROM BUILDING YOUR RESUME AND FINALLY GETTING YOUR DREAM JOB.JAGRITI IS A FAMILY.",,,"HTML, Bootstrap, Firebase, CSS, JavaScript, News API"
https://devfolio.co/projects/dvision,.,.,,,"Keras, OpenCV, Python, Google Cloud Platform (GCP), Tensorflow & Keras, Streamlit.io"
https://devfolio.co/projects/finonboard-04ad,FinActive,A complete SaaS solution that consists of a Mobile SDK providing seamless onboarding to end-users and a Web Dashboard providing data configuration control to the FIUs.,,,"Android, Java, Docker, Flutter, PostgreSQL, Spring"
https://devfolio.co/projects/disease-prediction-using-ml-974f,Disease Prediction using ML,"Know your health condition, with the ML precision.",,,"JS, scikit-learn, pandas, Heroku, Git, Python, DigitalOcean, HTML/CSS, Streamlit"
https://devfolio.co/projects/travtoken-easy-nfts-for-decentralized-travel-a665,TravToken - Easy NFTs for Decentralized Travel,"Say goodbye to outdated ticketing systems and hello to personalized adventures. Join us on a journey where transparency, security, and limitless possibilities meet, all in one decentralized platform.",,,"IPFS, JavaScript, Ethereum, HTML/CSS, web3.js, React.js, FCL, flow"
https://devfolio.co/projects/whale-b51d,Whale 🐳,The Only DAO / Community product you will need,,,"Solidity, HTML, Ant Design, MetaMask, ethers.js, Web3, Tailwind CSS, React Router, React.js, Polygon"
https://devfolio.co/projects/anywhere-door,Anywhere Door,"Disrupting space time continuum, seamlessly.",,,"OpenCV, ARKit, Unity, iOS"
https://devfolio.co/projects/zkmeetups-0808,zkMeetups,Host and Attend Privacy Protected Token-gated Events,,,"IPFS, Zero-Knowledge Proofs (ZKPs), React.js, Circom, FEVM, Lighthouse, groth16, HuddleSDK"
https://devfolio.co/projects/bitgrass-604b,Bitgrass,"Tokenizing Real-world land plots as NFTs—to drive sustainable farming and generate carbon credits, helping scale durable carbon removal to meet net-zero goals.",,,"Solidity, React, ethers.js, cloudflare, Nodejs, nextjs, Wagmi, COINBASE SMART WALLET, OnchainKit"
https://devfolio.co/projects/milan-edb1,Milan(मिलन),.,,,"Firebase, Android Studio"
https://devfolio.co/projects/foodcheckai-3d89,foodcheck.ai,Food waste tracker and donation.,,,"Django, OpenCV, Kotlin, Twilio, WebXR, HTML CSS JS"
https://devfolio.co/projects/gamegon-1e4d,Gamegon,"Gamegon allows an individual to play skill-based PvP games like Chess Tic-tac-toe, where they get a chance to win 2x rewards by staking their desired amount of MATIC tokens.",,,"Solidity, Socket.IO, Remix IDE, Web3, Nodejs, reactjs, MaterialUI"
https://devfolio.co/projects/peer-up-e096,PEER UP,"Empowering Local Communities: Share, Invest, Thrive. Peer Up: Decentralized resource sharing, P2P tools & equipment lending, yield farming, activism, and governance.",,,"AAVE, The Graph, Gnosis Chain, Graph, EF: Account Abstraction, Optimism, BASE, zkSync"
https://devfolio.co/projects/shaadionchain-1cf8,ShaadiOnChain,The one-stop destination for all your blockchain love life needs.,,,"Solidity, IPFS, React, Bootstrap​, Polygon, Spheron"
https://devfolio.co/projects/certificate-generator,Certificate Generator,"Life is short, be quick and automate.",,,"Flask, OpenCV"
https://devfolio.co/projects/mental-health-tracker-1,Mental Health Tracker,A simple yet effective mood tracker that not only tracks and predicts your mood but also behaves as a silent medical analyser that keeps your mental state in check with the help of a doctor!,,,"Android Studio, SQLite"
https://devfolio.co/projects/ytplus-43c7,YTPlus,A web app to enhance the video viewing experience on youtube by providing a theatre-like feel for friends present virtually.Additional features include summary generation and keyword search.,,,"React, Node.js, Flask, Socket.IO, Material-UI, Youtube transcript API"
https://devfolio.co/projects/phoenix-1,Phoenix,It's time we live again!,,,loom
https://devfolio.co/projects/stonks-9f8d,pr!ce,"A reimagined financial market, for social good. Buy shares of your favorite NBA players, trade in a fair market, win awards at the end of the season, and support SDG charities across the world.",,,"Solidity, MetaMask, JavaScript, Chainlink, web3.js, reactjs, InterPlanetary File System (IPFS), CSS3​, HTML5​, Unstoppable Domains"
https://devfolio.co/projects/inventory-management-system,Inventory Management System,"A mobile application that is capable of having all the details of the equipment like S/N, Date of Installation etc. by scanning a QR code/ barcode and Readily access the past service record.",,,"Firebase, Java, Android Studio, Google Maps API"
https://devfolio.co/projects/hello-6,Hello,Not Required,,,
https://devfolio.co/projects/space-shooters-5a86,Space Shooters,Get onboarded to the Base Blockchain through a simple and interactive game interface,,,"JavaScript, Figma, Phaser.io, nextjs, Pinterest, ThirdWeb, Coinbase wallet"
https://devfolio.co/projects/maks-pay,MAKSPay,Creating Financial Equality,,,"Node.js, Firebase, ML Kit, Dart, Flutter"
https://devfolio.co/projects/fold,Fold,Fold is building a mobile bank for the internet-native Indians offering high-yield savings account and a debit card via our app under 10 minutes.,,,"Go, Android, iOS, Figma, AWS, Adobe Illustrator"
https://devfolio.co/projects/aishacks-e6a1,AIShacKs,"""Unleash your creativity with AIShacKs - the app that turns your words into stunning images!""",,,"Node.js, Git, Postman, Cloudinary, Express.js, OpenAi, MongoDB Atlas, Tailwind CSS, Material-UI, React.js"
https://devfolio.co/projects/chainwed-e5ce,ChainWed,On-chain wedding registration & NFT rings,,,"IPFS, React, Figma, TypeScript, Solana"
https://devfolio.co/projects/cypher-sync-0b41,Cypher Sync,"A cloudverse where users can store their files, write notes and books in markdown, and create blogs as simple as any other web2 cloud service.",,,"next, Lit Protocol, Particle Network, Dataverse OS, BlockPI Network"
https://devfolio.co/projects/valt-d379,Valt,"With Valt, your privacy isn't just promised; it's cryptographically protected. Store your files, images & passwords securly with the power of web3 with a twist - login to your valt using a seed image.",,,"Next.js, IPFS / Filecoin, RainbowKit, GUN DB"
https://devfolio.co/projects/tshirt-customization-using-d-website-86f7,Tshirt Customization using 3d website,This website uses AI technology like OpenAi to design T-shirts. This website deals with three js which is used to implement 3d models into the website. For backend we have used node.js and react .,,,"HTML, React, Visual Studio Code, CSS3, Three.JS, Tailwind CSS, Nodejs"
https://devfolio.co/projects/meet-world-3fca,Meet World,"A virtual event organizer. 
We believe nothing will work unless you do!",,,"PHP, JavaScript, GitHub, WebRTC, Whiteboard API"
https://devfolio.co/projects/shikshak-3,Shikshak,Academics made affordable.,,,"React, Node.js, Flask, NumPy, OpenCV, Socket.IO, WebRTC, TypeScript, imutils, Tailwind CSS"
https://devfolio.co/projects/old-care-a908,Old Care,A simple solution to bridge the communication gap betweeen the old people and their children or caretakers in the emergency situations and also monitoring the health of the old people.,,,"MySQL, Arduino IDE, Flutter, Twilio, Nodejs, Express"
https://devfolio.co/projects/blue-social-a74f,Blue Social,Social Earnings OnChain: Think  Pokémon GO but for Meeting People! It pays to be social.,,,"Solidity, PHP, Swift, AWS, React Native, BASE, ThirdWeb Engine, Thirdweb Smart Wallet, ThirdWeb Paymaster, SuperChain"
https://devfolio.co/projects/augmented-gardens,Augmented Gardens,Designing gardens in Augmented Reality,,,"Dart, Augmented Reality, Flutter"
